image_path,model,error,latency_ms,Hard to spot?_x,Accident or design?_x,Emotion?_x,Person or creature?_x,Gender?_x,Amusing?_x,pred_Hard to spot?_norm,pred_Accident or design?_norm,pred_Emotion?_norm,pred_Person or creature?_norm,pred_Gender?_norm,pred_Amusing?_norm,Hard to spot?_y,Accident or design?_y,Emotion?_y,Person or creature?_y,Gender?_y,Amusing?_y,gt_Hard to spot?_norm,gt_Accident or design?_norm,gt_Emotion?_norm,gt_Person or creature?_norm,gt_Gender?_norm,gt_Amusing?_norm,answered_any
000015039.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000015039.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Surprised,Robot,Neutral,No,Medium,Accident,Surprised,Robot,Neutral,No,False
000021860.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,No,Easy,Design,Neutral,Human-Adult,Female,No,False
000021860.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,No,Easy,Design,Neutral,Human-Adult,Female,No,False
000021860.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Female,No,Easy,Design,Neutral,Human-Adult,Female,No,False
000026356.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Alien,Neutral,Yes,Medium,Accident,Happy,Alien,Neutral,Yes,False
000026356.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Alien,Neutral,Yes,Medium,Accident,Happy,Alien,Neutral,Yes,False
000026356.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Alien,Neutral,Yes,Medium,Accident,Happy,Alien,Neutral,Yes,False
000011413.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Happy,Robot,Neutral,Somewhat,Medium,Design,Happy,Robot,Neutral,Somewhat,False
000011413.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Happy,Robot,Neutral,Somewhat,Medium,Design,Happy,Robot,Neutral,Somewhat,False
000011413.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Happy,Robot,Neutral,Somewhat,Medium,Design,Happy,Robot,Neutral,Somewhat,False
000025600.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Old,Male,No,Medium,Design,Neutral,Human-Old,Male,No,False
000025600.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Old,Male,No,Medium,Design,Neutral,Human-Old,Male,No,False
000025600.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Neutral,Human-Old,Male,No,Medium,Design,Neutral,Human-Old,Male,No,False
000005328.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000005328.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000005328.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000010972.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000010972.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000010972.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000002210.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Male,No,Easy,Design,Neutral,Cartoon,Male,No,False
000002210.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Male,No,Easy,Design,Neutral,Cartoon,Male,No,False
000002210.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Male,No,Easy,Design,Neutral,Cartoon,Male,No,False
000004940.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000004940.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000004940.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000003261.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000003261.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000003261.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000016692.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Young,Male,No,Easy,Accident,Neutral,Human-Young,Male,No,False
000016692.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Young,Male,No,Easy,Accident,Neutral,Human-Young,Male,No,False
000016692.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Young,Male,No,Easy,Accident,Neutral,Human-Young,Male,No,False
000010142.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000010142.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000010142.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000019731.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000019731.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000019731.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Happy,Robot,Neutral,No,Easy,Accident,Happy,Robot,Neutral,No,False
000023004.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000023004.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000023004.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Neutral,Animal,Neutral,No,Medium,Accident,Neutral,Animal,Neutral,No,False
000003440.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Somewhat,Easy,Design,Happy,Human-Adult,Male,Somewhat,False
000003440.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Somewhat,Easy,Design,Happy,Human-Adult,Male,Somewhat,False
000003440.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Male,Somewhat,Easy,Design,Happy,Human-Adult,Male,Somewhat,False
000003904.jpg,gemma,,,,,,,,,,,,,,,Medium,Design,Scared,Animal,Neutral,No,Medium,Design,Scared,Animal,Neutral,No,False
000003904.jpg,qwen,,,,,,,,,,,,,,,Medium,Design,Scared,Animal,Neutral,No,Medium,Design,Scared,Animal,Neutral,No,False
000003904.jpg,gemini,,,,,,,,,,,,,,,Medium,Design,Scared,Animal,Neutral,No,Medium,Design,Scared,Animal,Neutral,No,False
000001013.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000001013.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000001013.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Neutral,No,Easy,Design,Happy,Animal,Neutral,No,False
000014594.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000014594.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000014594.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000027632.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000027632.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000027632.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000017441.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000017441.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000017441.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,No,Hard,Accident,Neutral,Human-Old,Male,No,False
000014657.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Alien,Neutral,No,Easy,Accident,Neutral,Alien,Neutral,No,False
000014657.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Alien,Neutral,No,Easy,Accident,Neutral,Alien,Neutral,No,False
000014657.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Alien,Neutral,No,Easy,Accident,Neutral,Alien,Neutral,No,False
000005382.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,False
000005382.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,False
000005382.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,Easy,Design,Neutral,Human-Adult,Neutral,Somewhat,False
000015687.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000015687.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000015687.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000005280.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000005280.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000005280.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,False
000022192.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000022192.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000022192.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Robot,Neutral,No,Hard,Accident,Neutral,Robot,Neutral,No,False
000011039.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000011039.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000011039.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Other,Neutral,No,Easy,Design,Neutral,Other,Neutral,No,False
000027575.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000027575.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000027575.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000027867.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Easy,Design,Neutral,Human-Adult,Male,Somewhat,False
000027867.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Easy,Design,Neutral,Human-Adult,Male,Somewhat,False
000027867.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Easy,Design,Neutral,Human-Adult,Male,Somewhat,False
000008951.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000008951.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000008951.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000020016.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020016.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000020016.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000011260.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000011260.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000011260.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000004635.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000004635.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000004635.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Animal,Neutral,No,Easy,Accident,Neutral,Animal,Neutral,No,False
000026267.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Scared,Robot,Neutral,Somewhat,Easy,Design,Scared,Robot,Neutral,Somewhat,False
000026267.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Scared,Robot,Neutral,Somewhat,Easy,Design,Scared,Robot,Neutral,Somewhat,False
000026267.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Scared,Robot,Neutral,Somewhat,Easy,Design,Scared,Robot,Neutral,Somewhat,False
000003891.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000003891.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000003891.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Human-Old,Male,Somewhat,Hard,Accident,Neutral,Human-Old,Male,Somewhat,False
000022212.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000022212.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000022212.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,No,Easy,Design,Happy,Cartoon,Neutral,No,False
000013103.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000013103.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000013103.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,No,Hard,Accident,Neutral,Animal,Neutral,No,False
000018640.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000018640.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000018640.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Human-Adult,Male,No,Easy,Accident,Neutral,Human-Adult,Male,No,False
000009832.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000009832.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000009832.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Young,Male,No,Easy,Design,Neutral,Human-Young,Male,No,False
000026057.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000026057.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000026057.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000005101.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,False
000005101.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,False
000005101.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,Hard,Accident,Sad,Human-Adult,Neutral,Somewhat,False
000005113.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Angry,Animal,Neutral,Somewhat,Medium,Accident,Angry,Animal,Neutral,Somewhat,False
000005113.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Angry,Animal,Neutral,Somewhat,Medium,Accident,Angry,Animal,Neutral,Somewhat,False
000005113.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Angry,Animal,Neutral,Somewhat,Medium,Accident,Angry,Animal,Neutral,Somewhat,False
000007530.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007530.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000007530.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Easy,Design,Happy,Cartoon,Neutral,Somewhat,False
000014983.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000014983.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000014983.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000013957.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000013957.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000013957.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Hard,Accident,Neutral,Animal,Neutral,Somewhat,False
000000808.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000000808.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000000808.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Other,Neutral,No,Easy,Accident,Neutral,Other,Neutral,No,False
000021456.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000021456.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000021456.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Neutral,Cartoon,Neutral,No,Easy,Accident,Neutral,Cartoon,Neutral,No,False
000015479.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000015479.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000015479.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000018346.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000018346.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000018346.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000006848.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000006848.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000006848.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Other,Neutral,No,Easy,Design,Happy,Other,Neutral,No,False
000015102.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,,Cartoon,Neutral,No,Easy,Design,,Cartoon,Neutral,No,False
000015102.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,,Cartoon,Neutral,No,Easy,Design,,Cartoon,Neutral,No,False
000015102.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,,Cartoon,Neutral,No,Easy,Design,,Cartoon,Neutral,No,False
000008581.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,No,Medium,Accident,Happy,Animal,Neutral,No,False
000008581.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,No,Medium,Accident,Happy,Animal,Neutral,No,False
000008581.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Happy,Animal,Neutral,No,Medium,Accident,Happy,Animal,Neutral,No,False
000016965.jpg,gemma,,,,,,,,,,,,,,,,Accident,Sad,Alien,Neutral,No,,Accident,Sad,Alien,Neutral,No,False
000016965.jpg,qwen,,,,,,,,,,,,,,,,Accident,Sad,Alien,Neutral,No,,Accident,Sad,Alien,Neutral,No,False
000016965.jpg,gemini,,,,,,,,,,,,,,,,Accident,Sad,Alien,Neutral,No,,Accident,Sad,Alien,Neutral,No,False
000025247.jpg,gemma,,,,,,,,,,,,,,,Easy,Accident,Surprised,Other,Neutral,No,Easy,Accident,Surprised,Other,Neutral,No,False
000025247.jpg,qwen,,,,,,,,,,,,,,,Easy,Accident,Surprised,Other,Neutral,No,Easy,Accident,Surprised,Other,Neutral,No,False
000025247.jpg,gemini,,,,,,,,,,,,,,,Easy,Accident,Surprised,Other,Neutral,No,Easy,Accident,Surprised,Other,Neutral,No,False
000024331.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Female,Yes,Easy,Design,Happy,Animal,Female,Yes,False
000024331.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Female,Yes,Easy,Design,Happy,Animal,Female,Yes,False
000024331.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Animal,Female,Yes,Easy,Design,Happy,Animal,Female,Yes,False
000017883.jpg,gemma,,,,,,,,,,,,,,,Medium,Accident,Angry,Robot,Male,Somewhat,Medium,Accident,Angry,Robot,Male,Somewhat,False
000017883.jpg,qwen,,,,,,,,,,,,,,,Medium,Accident,Angry,Robot,Male,Somewhat,Medium,Accident,Angry,Robot,Male,Somewhat,False
000017883.jpg,gemini,,,,,,,,,,,,,,,Medium,Accident,Angry,Robot,Male,Somewhat,Medium,Accident,Angry,Robot,Male,Somewhat,False
000000199.jpg,gemma,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000000199.jpg,qwen,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000000199.jpg,gemini,,,,,,,,,,,,,,,Hard,Accident,Neutral,Alien,Neutral,No,Hard,Accident,Neutral,Alien,Neutral,No,False
000022053.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000022053.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000022053.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Cartoon,Neutral,No,Easy,Design,Neutral,Cartoon,Neutral,No,False
000001018.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000001018.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000001018.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Human-Adult,Male,No,Easy,Design,Neutral,Human-Adult,Male,No,False
000011363.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000011363.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000011363.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Happy,Robot,Neutral,No,Easy,Design,Happy,Robot,Neutral,No,False
000023833.jpg,gemma,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000023833.jpg,qwen,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
000023833.jpg,gemini,,,,,,,,,,,,,,,Easy,Design,Neutral,Animal,Neutral,No,Easy,Design,Neutral,Animal,Neutral,No,False
